Prod_name,Prod_image,Prod_applications,Prod_feature
ULTRAKLIK,http://www.wipltd.in/dense/57!cid_49CEE536-D46F-4CF4-B653-4C90F2F506A9.jpg,Finely  Finished  natural wooden  floorings,
